spelling	transcription	stressTrans	syllStruct	syllabification	antepenultOnset	apStress	penultHLweight	preantepenultHLweight	finalHLweight	morphology	vowelLength	preantepenultWeight	antepenultWeight	mainStress	finalStress	papStress	penultOnset	suffixType	penultWeight	antepenultHLweight	S	finalWeight	Suffix	finalC	Prefix	prefixType	finalOnset	finalV	penultStress	codaLength	coda	freq	POS
malice	MAE1LIH0S	10	CL.CLC	(m AE)(l IH s)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	other	-V	other	S	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	1	1	 s	1.6902	N
emissary	EH1MAH0SEH2RIY0	1020	L.CL.CL.CL	(EH)(m AH)(s EH)(r IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	preantepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	2	0		1.5911	N
presto	PREH1STOW0	10	CCL.CCT	(p r EH)(s t OW)	other	other	L	other	H	complex	longV	other	other	penult	0	other	CC	other	-V	other	other	-VV	noSuffix	open	prefix	unstressed	CC	ow	1	0		1.4914	N
empiricist	IH0MPIH1RAH0SAH0ST	0100	LC.CL.CL.CLCC	(IH m)(p IH)(r AH)(s AH s t)	C	1	L	H	H	complex	shortV	-LC	-V	antepenult	0	0	C	noshiftOneSyll	-V	L	SCluster	-LCC	suffix	Cluster	prefix	unstressed	C	ah	0	2	 s t	0.6021	N
neptune	NEH1PTUW2N	12	CLC.CLC	(n EH p)(t UW n )	other	other	H	other	H	simple	shortV	other	other	penult	2	other	C	other	-LC	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	uw	1	2	 n 	1.6990	NA
inherit	IH0NHHEH1RAH0T	010	LC.CL.CLC	(IH n)(hh EH)(r AH t)	0	0	L	other	H	complex	shortV	other	-LC	penult	0	other	C	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ah	1	1	 t	2.1931	V
berate	BIH0REY1T	01	CL.CTC	(b IH)(r EY t)	other	other	L	other	H	complex	longV	other	other	final	1	other	C	noshiftOneSyll	-V	other	otherSingleton	-TC	suffix	Singleton	noPrefix	other	C	ey	0	1	 t	1.1461	V
approbation	AE2PRAH0BEY1SHAH0N	2010	L.CCL.CT.CL	(AE)(p r AH)(b EY)(sh AN)	CC	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.6990	N
topical	TAA1PIH0KAH0L	100	CL.CL.CL	(t AA)(p IH)(k AL)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.3222	A
virile	VIH1RAH0L	10	CL.CL	(v IH)(r AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	C	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		1.5185	A
paradigm	PEH1RAH0DAY2M	102	CL.CL.CTC	(p EH)(r AH)(d AY m)	C	1	L	other	H	simple	longV	other	-V	antepenult	2	other	C	other	-V	L	otherSingleton	-TC	noSuffix	Singleton	noPrefix	other	C	ay	0	1	 m	1.3424	N
etiquette	EH1TAH0KAH0T	100	L.CL.CLC	(EH)(t AH)(k AH t)	0	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	C	ultShift	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ah	0	1	 t	1.9345	N
protocol	PROW1TAH0KAO2L	102	CCT.CL.CLC	(p r OW)(t AH)(k AO l)	CC	1	L	other	H	complex	shortV	other	-VV	antepenult	2	other	C	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ao	0	1	 l	2.4249	N
stranger	STREY1NJHER0	10	CCCTC.CL	(s t r EY n)(jh ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	CCC	noshiftOneSyll	-TC	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.9943	A
agog	AH0GAA1G	01	L.CLC	(AH)(g AA g)	other	other	L	other	H	simple	shortV	other	other	final	1	other	0	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	aa	0	1	 g	0.8451	A
gambia	GAE1MBIY0AH0	100	CLC.CL.L	(g AE m)(b IY)(AH)	C	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	0	ah	0	0		0.6021	NA
unfair	AH2NFEH1R	21	L.CLC	(AN)(f EH r)	other	other	L	other	H	simple	shortV	other	other	final	1	other	0	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	eh	2	1	 r	2.6149	A
reformation	REH2FER0MEY1SHAH0N	2010	CL.CL.CT.CL	(r EH)(f ER)(m EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.0000	N
identify	AY2DEH1NTAH0FAY2	2102	T.CLC.CL.CT	(AY)(d EH n)(t AH)(f AY)	C	1	L	H	H	complex	longV	-VV	-LC	antepenult	2	2	C	antepenultShift	-V	H	other	-VV	suffix	open	noPrefix	other	C	ay	0	0		2.7924	V
human	YUW1MAH0N	10	CL.CL	(y UW)(m AN)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		3.4672	N
integer	IH1NTAH0JHER0	100	LC.CL.CL	(IH n)(t AH)(jh ER)	0	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	C	noshiftOneSyll	-V	H	other	-V	suffix	open	prefix	unstressed	C	er	0	0		0.9031	N
cretin	KRIY1TAH0N	10	CCL.CL	(k r IY)(t AN)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.6435	N
awaken	AH0WEY1KAH0N	010	L.CT.CL	(AH)(w EY)(k AN)	0	0	H	other	L	simple	shortV	other	-V	penult	0	other	C	other	-VV	L	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.9912	V
catalytic	KAE2TAH0LIH1TIH0K	2010	CL.CL.CL.CLC	(k AE)(t AH)(l IH)(t IH k)	C	0	L	L	H	complex	shortV	-V	-V	penult	0	2	C	penultShift	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	0.8451	A
candidate	KAE1NAH0DIH0T	100	CL.CL.CLC	(k AE)(n AH)(d IH t)	C	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	0	1	 t	2.4440	N
legion	LIY1JHAH0N	10	CL.CL	(l IY)(jh AN)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	penultShift	-V	other	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.8573	A
assassination	AH0SAE2SAH0NEY1SHAH0N	02010	L.CL.CL.CT.CL	(AH)(s AE)(s AH)(n EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		2.2480	N
royal	ROY1AH0L	10	CT.L	(r OY)(AL)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	antepenultShift	-VV	other	other	-V	suffix	open	noPrefix	other	0	al	1	0		2.7050	N
julep	JHUW1LAH0P	10	CL.CLC	(jh UW)(l AH p)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ah	1	1	 p	1.1139	N
affinity	AH0FIH1NIH0TIY0	0100	L.CL.CL.CL	(AH)(f IH)(n IH)(t IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		1.4472	N
defray	DIH0FREY1	01	CL.CCT	(d IH)(f r EY)	other	other	L	other	H	complex	longV	other	other	final	1	other	C	other	-V	other	other	-VV	noSuffix	open	prefix	unstressed	CC	ey	0	0		0.6990	V
contestant	KAH0NTEH1STAH0NT	010	CL.CL.CCLC	(k AN)(t EH)(s t AN t)	C	0	L	other	H	complex	shortV	other	-V	penult	0	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	CC	an	1	1	 t	1.9395	N
amazonian	AE2MAH0ZOW1NIY0AH0N	20100	L.CL.CT.CL.L	(AE)(m AH)(z OW)(n IY)(AN)	C	1	L	L	L	complex	shortV	-V	-VV	antepenult	0	0	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	0	an	0	0		1.1139	A
designate	DEH1ZIH0GNEY2T	102	CL.CLC.CTC	(d EH)(z IH g)(n EY t)	C	1	H	other	H	complex	longV	other	-V	antepenult	2	other	C	noshiftOneSyll	-LC	L	otherSingleton	-TC	suffix	Singleton	prefix	unstressed	C	ey	0	1	 t	1.4472	V
fluidity	FLUW0IH1DAH0TIY0	0100	CCL.L.CL.CL	(f l UW)(IH)(d AH)(t IY)	0	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.6990	N
involuntary	IH0NVAA1LAH0NTEH2RIY0	01020	LC.CL.CL.CL.CL	(IH n)(v AA)(l AN)(t EH)(r IY)	C	0	L	L	L	complex	shortV	-V	-V	preante	0	1	C	preantepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	2	0		1.6812	A
infield	IH1NFIY2LD	12	LC.CLCC	(IH n)(f IY l d)	other	other	H	other	H	complex	shortV	other	other	penult	2	other	0	other	-LC	other	otherCluster	-LCC	noSuffix	Cluster	prefix	unstressed	C	iy	1	2	 l d	1.2788	N
hypersensitive	HHAY2PER0SEH1NSIH0TIH0V	20100	CT.CL.CLC.CL.CLC	(hh AY)(p ER)(s EH n)(s IH)(t IH v)	C	1	L	L	H	complex	shortV	-V	-LC	antepenult	0	0	C	other	-V	H	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	0	1	 v	0.9542	A
perfunctory	PER0FAH1NGKTER0IY0	0100	CL.CCC.CL.L	(p ER)(f ANg k)(t ER)(IY)	other	1	L	L	L	complex	shortV	-V	other	antepenult	0	0	C	noshiftTwoSyll	-V	other	other	-V	suffix	open	prefix	unstressed	0	iy	0	0		0.9542	A
auspicious	AA2SPIH1SHAH0S	210	L.CCL.CLC	(AA)(s p IH)(sh AH s)	0	2	L	other	H	complex	shortV	other	-V	penult	0	other	CC	penultShift	-V	L	S	-LC	suffix	Singleton	noPrefix	other	C	ah	1	1	 s	1.3979	A
orphan	AO1RFAH0N	10	LC.CL	(AO r)(f AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	0	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		2.2810	V
natal	NAH0TAA1L	01	CL.CLC	(n AH)(t AA l)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	antepenultShift	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	aa	0	1	 l	0.6990	A
supervisory	SUW2PER0VAY1ZER0IY0	20100	CL.CL.CT.CL.L	(s UW)(p ER)(v AY)(z ER)(IY)	C	1	L	L	L	complex	shortV	-V	-VV	antepenult	0	0	C	other	-V	H	other	-V	noSuffix	open	prefix	unstressed	0	iy	0	0		1.1761	A
hedonistic	HHIY2DAH0NIH1STIH0K	2010	CL.CL.CL.CCLC	(hh IY)(d AH)(n IH)(s t IH k)	C	0	L	L	H	complex	shortV	-V	-V	penult	0	2	C	penultShift	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	CC	ih	1	1	 k	0.7782	A
optician	AA2PTIH1SHAH0N	210	LC.CL.CL	(AA p)(t IH)(sh AN)	0	2	L	other	L	complex	shortV	other	-LC	penult	0	other	C	penultShift	-V	H	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.6990	N
shoulder	SHOW1LDER0	10	CTC.CL	(sh OW l)(d ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-TC	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		2.9899	V
dignity	DIH1GNAH0TIY0	100	CLC.CL.CL	(d IH g)(n AH)(t IY)	C	1	L	other	L	complex	shortV	other	-LC	antepenult	0	other	C	antepenultShift	-V	H	other	-V	suffix	open	noPrefix	other	C	iy	0	0		2.6222	N
daemon	DEY1MAH0N	10	CT.CL	(d EY)(m AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-VV	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		0.4771	N
standardization	STAE2NDER0DIH0ZEY1SHAH0N	20010	CCLC.CL.CL.CT.CL	(s t AE n)(d ER)(d IH)(z EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	0	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		0.4771	N
patience	PEY1SHAH0NS	10	CT.CLC	(p EY)(sh AN s)	other	other	H	other	H	simple	shortV	other	other	penult	0	other	C	other	-VV	other	S	-LC	noSuffix	Singleton	noPrefix	other	C	an	1	1	 s	2.7589	N
manual	MAE1NYUW0AH0L	100	CL.CCL.L	(m AE)(n y UW)(AL)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	CC	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	0	al	0	0		2.4771	A
banshee	BAE1NSHIY0	10	CLC.CL	(b AE n)(sh IY)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	ultShift	-LC	other	other	-V	suffix	open	noPrefix	other	C	iy	1	0		1.3802	N
confront	KAH0NFRAH1NT	01	CL.CCLC	(k AN)(f r AN t)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	CC	an	0	1	 t	2.2810	V
notorious	NOW0TAO1RIY0AH0S	0100	CT.CL.CL.LC	(n OW)(t AO)(r IY)(AH s)	C	1	L	H	H	complex	shortV	-VV	-V	antepenult	0	0	C	antepenultShift	-V	L	S	-LC	suffix	Singleton	noPrefix	other	0	ah	0	1	 s	2.2041	A
signal	SIH1GNAH0L	10	CLC.CL	(s IH g)(n AL)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	antepenultShift	-LC	other	other	-V	suffix	open	noPrefix	other	C	al	1	0		3.0107	V
cowardice	KAW1ER0DAH0S	100	CT.L.CLC	(k AW)(ER)(d AH s)	C	1	L	other	H	complex	shortV	other	-VV	antepenult	0	other	0	other	-V	H	S	-LC	noSuffix	Singleton	prefix	unstressed	C	ah	0	1	 s	1.7853	N
conciliation	KAH0NSIH2LIY0EY1SHAH0N	02010	CL.CL.CL.T.CL	(k AN)(s IH)(l IY)(EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	0	penultShift	-VV	L	other	-V	suffix	open	prefix	unstressed	C	an	1	0		0.6990	N
squander	SKWAA1NDER0	10	CCCLC.CL	(s k w AA n)(d ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	CCC	noshiftOneSyll	-LC	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		1.4314	V
repudiate	RIY0PYUW1DIY0EY2T	0102	CL.CCL.CL.TC	(r IY)(p y UW)(d IY)(EY t)	CC	1	L	L	H	complex	longV	-V	-V	antepenult	2	0	C	noshiftOneSyll	-V	L	otherSingleton	-TC	suffix	Singleton	noPrefix	other	0	ey	0	1	 t	1.1139	V
tripper	TRIH1PER0	10	CCL.CL	(t r IH)(p ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	CC	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		0.6990	N
furlong	FER1LAO2NG	12	CL.CLC	(f ER)(l AO ng)	other	other	L	other	H	simple	shortV	other	other	penult	2	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ao	1	1	 ng	0.9031	N
maxim	MAE1KSAH0M	10	CLC.CL	(m AE k)(s AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.6128	N
vaulted	VAO1LTIH0D	10	CLC.CLC	(v AO l)(t IH d)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-LC	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 d	0.8451	V
scrimmage	SKRIH1MIH0JH	10	CCCL.CLC	(s k r IH)(m IH jh)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CCC	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	ih	1	1	 jh	1.4624	V
intern	IH1NTER2N	12	LC.CLC	(IH n)(t ER n )	other	other	H	other	H	complex	shortV	other	other	penult	2	other	0	other	-LC	other	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	er	1	2	 n 	2.1523	V
jupiter	JHUW1PIH0TER0	100	CL.CL.CL	(jh UW)(p IH)(t ER)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	noshiftOneSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	er	0	0		1.9638	NA
invoice	IH1NVOY2S	12	LC.CTC	(IH n)(v OY s)	other	other	H	other	H	complex	longV	other	other	penult	2	other	0	other	-LC	other	S	-TC	noSuffix	Singleton	prefix	unstressed	C	oy	1	1	 s	1.6128	V
statistic	STAH0TIH1STIH0K	010	CCL.CL.CCLC	(s t AH)(t IH)(s t IH k)	CC	0	L	other	H	complex	shortV	other	-V	penult	0	other	C	penultShift	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	CC	ih	1	1	 k	1.4624	N
amiable	EY1MIY0AH0BAH0L	1000	T.CL.L.CL	(EY)(m IY)(AH)(b AL)	C	0	L	H	L	complex	shortV	-VV	-V	preante	0	1	0	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		1.3979	A
manifest	MAE1NAH0FEH2ST	102	CL.CL.CLCC	(m AE)(n AH)(f EH s t)	C	1	L	other	H	simple	shortV	other	-V	antepenult	2	other	C	other	-V	L	SCluster	-LCC	noSuffix	Cluster	noPrefix	other	C	eh	0	2	 s t	2.1173	V
cypress	SAY1PRIH0S	10	CT.CCLC	(s AY)(p r IH s)	other	other	H	other	H	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-VV	other	S	-LC	suffix	Singleton	noPrefix	other	CC	ih	1	1	 s	1.4771	N
theatrical	THIY0AE1TRIH0KAH0L	0100	CL.L.CCL.CL	(th IY)(AE)(t r IH)(k AL)	0	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	CC	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		2.0374	N
theatre	THIY1AH0TER0	100	CL.L.CL	(th IY)(AH)(t ER)	C	1	L	other	L	simple	shortV	other	-V	antepenult	0	other	0	other	-V	L	other	-V	noSuffix	open	noPrefix	other	C	er	0	0		2.3747	N
collect	KAH0LEH1KT	01	CL.CLCC	(k AH)(l EH k t)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	otherCluster	-LCC	noSuffix	Cluster	prefix	unstressed	C	eh	0	2	 k t	2.8987	V
addle	AE1DAH0L	10	L.CL	(AE)(d AL)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	0	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	al	1	0		0.3010	V
notification	NOW2TAH0FAH0KEY1SHAH0N	20010	CT.CL.CL.CT.CL	(n OW)(t AH)(f AH)(k EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	0	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.4624	N
opposite	AA1PAH0SAH0T	100	L.CL.CLC	(AA)(p AH)(s AH t)	0	1	L	other	H	complex	shortV	other	-V	antepenult	0	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ah	0	1	 t	2.8136	PREP
aggravation	AE2GRAH0VEY1SHAH0N	2010	L.CCL.CT.CL	(AE)(g r AH)(v EY)(sh AN)	CC	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.6902	N
flounder	FLAW1NDER0	10	CCTC.CL	(f l AW n)(d ER)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	CC	noshiftOneSyll	-TC	other	other	-V	suffix	open	noPrefix	other	C	er	1	0		1.3222	V
impetus	IH1MPAH0TAH0S	100	LC.CL.CLC	(IH m)(p AH)(t AH s)	0	1	L	other	H	simple	shortV	other	-LC	antepenult	0	other	C	other	-V	H	S	-LC	noSuffix	Singleton	noPrefix	other	C	ah	0	1	 s	0.9031	N
levitation	LEH2VIH0TEY1SHAH0N	2010	CL.CL.CT.CL	(l EH)(v IH)(t EY)(sh AN)	C	0	H	L	L	complex	shortV	-V	-V	penult	0	2	C	penultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	an	1	0		1.0000	N
beget	BIH0GEH1T	01	CL.CLC	(b IH)(g EH t)	other	other	L	other	H	simple	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	eh	0	1	 t	1.1139	V
slurry	SLER1IY0	10	CCL.L	(s l ER)(IY)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	CC	other	-V	other	other	-V	noSuffix	open	noPrefix	other	0	iy	1	0		0.3010	N
slavic	SLAA1VIH0K	10	CCL.CLC	(s l AA)(v IH k)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	CC	penultShift	-V	other	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 k	0.8451	NA
banality	BAH0NAE1LIH0TIY0	0100	CL.CL.CL.CL	(b AH)(n AE)(l IH)(t IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		0.9542	N
tartar	TAA1RTER0	10	CLC.CL	(t AA r)(t ER)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	er	1	0		1.4914	N
molecule	MAA1LAH0KYUW2L	102	CL.CL.CCLC	(m AA)(l AH)(k y UW l)	C	1	L	other	H	simple	shortV	other	-V	antepenult	2	other	C	other	-V	L	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	CC	uw	0	1	 l	1.5441	N
jester	JHEH1STER0	10	CL.CCL	(jh EH)(s t ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	noPrefix	other	CC	er	1	0		1.5315	N
squeamish	SKWIY1MIH0SH	10	CCCL.CLC	(s k w IY)(m IH sh)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	CCC	noshiftOneSyll	-V	other	S	-LC	suffix	Singleton	noPrefix	other	C	ih	1	1	 sh	1.6128	A
seance	SEY1AA2NS	12	CT.LCC	(s EY)(AA n s)	other	other	H	other	H	simple	shortV	other	other	penult	2	other	C	other	-VV	other	otherCluster	-LCC	noSuffix	Cluster	noPrefix	other	0	aa	1	2	 n s	1.2304	NA
tartan	TAA1RTAH0N	10	CLC.CL	(t AA r)(t AN)	other	other	H	other	L	simple	shortV	other	other	penult	0	other	C	other	-LC	other	other	-V	noSuffix	open	noPrefix	other	C	an	1	0		1.0792	N
angora	AE2NGGAO1RAH0	210	LC.CL.CL	(AE ng)(g AO)(r AH)	0	2	L	other	L	simple	shortV	other	-LC	penult	0	other	C	other	-V	H	other	-V	noSuffix	open	noPrefix	other	C	ah	1	0		1.0000	N
insanity	IH0NSAE1NIH0TIY0	0100	LC.CL.CL.CL	(IH n)(s AE)(n IH)(t IY)	C	1	L	H	L	complex	shortV	-LC	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	prefix	unstressed	C	iy	0	0		2.4594	N
super	SUW1PER0	10	CL.CL	(s UW)(p ER)	other	other	L	other	L	complex	shortV	other	other	penult	0	other	C	noshiftOneSyll	-V	other	other	-V	suffix	open	prefix	unstressed	C	er	1	0		2.9025	A
missive	MIH1SIH0V	10	CL.CLC	(m IH)(s IH v)	other	other	L	other	H	complex	shortV	other	other	penult	0	other	C	penultShift	-V	other	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	ih	1	1	 v	0.6990	N
chilean	CHIH1LIY0AH0N	100	CL.CL.L	(ch IH)(l IY)(AN)	C	1	L	other	L	complex	shortV	other	-V	antepenult	0	other	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	0	an	0	0		1.2553	NA
digestible	DAY2JHEH1STAH0BAH0L	2100	CT.CL.CCL.CL	(d AY)(jh EH)(s t AH)(b AL)	C	1	L	H	L	complex	shortV	-VV	-V	antepenult	0	2	CC	noshiftTwoSyll	-V	L	other	-V	suffix	open	noPrefix	other	C	al	0	0		0.6990	A
inedible	IH0NEH1DAH0BAH0L	0100	L.CL.CL.CL	(IH)(n EH)(d AH)(b AL)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	noshiftTwoSyll	-V	L	other	-V	suffix	open	prefix	unstressed	C	al	0	0		1.2553	A
conceal	KAH0NSIY1L	01	CL.CLC	(k AN)(s IY l)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	antepenultShift	-V	other	otherSingleton	-LC	suffix	Singleton	prefix	unstressed	C	iy	0	1	 l	2.0607	V
patriarchal	PEY2TRIY0AA1RKAH0L	2010	CT.CCL.LC.CL	(p EY)(t r IY)(AA r)(k AL)	CC	0	H	H	L	complex	shortV	-VV	-V	penult	0	2	0	antepenultShift	-LC	L	other	-V	suffix	open	noPrefix	other	C	al	1	0		1.1461	A
magazine	MAE1GAH0ZIY2N	102	CL.CL.CLC	(m AE)(g AH)(z IY n)	C	1	L	other	H	complex	shortV	other	-V	antepenult	2	other	C	noshiftOneSyll	-V	L	otherSingleton	-LC	suffix	Singleton	noPrefix	other	C	iy	0	1	 n	2.9335	N
terminology	TER2MIH0NAA1LAH0JHIY0	20100	CL.CL.CL.CL.CL	(t ER)(m IH)(n AA)(l AH)(jh IY)	C	1	L	L	L	complex	shortV	-V	-V	antepenult	0	0	C	antepenultShift	-V	L	other	-V	suffix	open	noPrefix	other	C	iy	0	0		1.3979	N
vaginal	VAH0JHAY1NAH0L	010	CL.CT.CL	(v AH)(jh AY)(n AL)	C	0	H	other	L	complex	shortV	other	-V	penult	0	other	C	antepenultShift	-VV	L	other	-V	suffix	open	noPrefix	other	C	al	1	0		1.7404	A
azure	AE1ZHER0	10	L.CL	(AE)(zh ER)	other	other	L	other	L	simple	shortV	other	other	penult	0	other	0	other	-V	other	other	-V	noSuffix	open	noPrefix	other	C	er	1	0		1.1139	A
commit	KAH0MIH1T	01	CL.CLC	(k AH)(m IH t)	other	other	L	other	H	complex	shortV	other	other	final	1	other	C	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	prefix	unstressed	C	ih	0	1	 t	2.8603	V
clapboard	KLAE1BER0D	10	CCL.CLC	(k l AE)(b ER d)	other	other	L	other	H	simple	shortV	other	other	penult	0	other	CC	other	-V	other	otherSingleton	-LC	noSuffix	Singleton	noPrefix	other	C	er	1	1	 d	0.4771	N
marshal	MAA1RSHAH0L	10	CLC.CL	(m AA r)(sh AL)	other	other	H	other	L	complex	shortV	other	other	penult	0	other	C	antepenultShift	-LC	other	other	-V	suffix	open	noPrefix	other	C	al	1	0		2.3345	V
